"season","date","team","o_team","payout","adjustor"
2015,2016-02-05,"Spurs","Mavericks",-105,-7
2015,2016-02-05,"Mavericks","Spurs",-105,7
2015,2016-02-06,"Trailblazers","Rockets",100,4.5
2015,2016-02-06,"Rockets","Trailblazers",-110,-4.5
2015,2016-02-06,"Wizards","Hornets",-103,5
2015,2016-02-06,"Hornets","Wizards",-107,-5
2015,2016-02-06,"Pistons","Pacers",-107,4
2015,2016-02-06,"Pacers","Pistons",-103,-4
2015,2016-02-06,"Pelicans","Cavaliers",-113,10
2015,2016-02-06,"Cavaliers","Pelicans",102,-10
2015,2016-02-06,"Nets","Seventysixers",-110,1
2015,2016-02-06,"Seventysixers","Nets",100,-1
2015,2016-02-06,"Mavericks","Grizzlies",-110,5.5
2015,2016-02-06,"Grizzlies","Mavericks",100,-5.5
2015,2016-02-06,"Bulls","Timberwolves",100,3.5
2015,2016-02-06,"Timberwolves","Bulls",-110,-3.5
2015,2016-02-06,"Lakers","Spurs",100,16.5
2015,2016-02-06,"Spurs","Lakers",-110,-16.5
2015,2016-02-06,"Jazz","Suns",-102,-7
2015,2016-02-06,"Suns","Jazz",-108,7
2015,2016-02-06,"Thunder","Warriors",102,7.5
2015,2016-02-06,"Warriors","Thunder",-113,-7.5
2015,2016-02-07,"Kings","Celtics",-105,7.5
2015,2016-02-07,"Celtics","Kings",-105,-7.5
2015,2016-02-07,"Nuggets","Knicks",-103,3.5
2015,2016-02-07,"Knicks","Nuggets",-107,-3.5
2015,2016-02-07,"Hawks","Magic",100,-3.5
2015,2016-02-07,"Magic","Hawks",-110,3.5
2015,2016-02-07,"Clippers","Heat",100,-1
2015,2016-02-07,"Heat","Clippers",-110,1
2015,2016-02-08,"Bulls","Hornets",-109,7.5
2015,2016-02-08,"Hornets","Bulls",-101,-7.5
2015,2016-02-08,"Kings","Cavaliers",-110,12
2015,2016-02-08,"Cavaliers","Kings",100,-12
2015,2016-02-08,"Clippers","Seventysixers",-102,-9
2015,2016-02-08,"Seventysixers","Clippers",-108,9
2015,2016-02-08,"Lakers","Pacers",-107,12.5
2015,2016-02-08,"Pacers","Lakers",-103,-12.5
2015,2016-02-08,"Nuggets","Nets",-107,-2.5
2015,2016-02-08,"Nets","Nuggets",-103,2.5
2015,2016-02-08,"Raptors","Pistons",-102,-2
2015,2016-02-08,"Pistons","Raptors",-108,2
2015,2016-02-08,"Pelicans","Timberwolves",100,2
2015,2016-02-08,"Timberwolves","Pelicans",-110,-2
2015,2016-02-08,"Magic","Hawks",103,8.5
2015,2016-02-08,"Hawks","Magic",-114,-8.5
2015,2016-02-08,"Trailblazers","Grizzlies",-104,3
2015,2016-02-08,"Grizzlies","Trailblazers",-106,-3
2015,2016-02-08,"Thunder","Suns",-101,-13
2015,2016-02-08,"Suns","Thunder",-109,13
2015,2016-02-09,"Spurs","Heat",-107,-7
2015,2016-02-09,"Heat","Spurs",-103,7
2015,2016-02-09,"Wizards","Knicks",-107,-1
2015,2016-02-09,"Knicks","Wizards",-103,1
2015,2016-02-09,"Celtics","Bucks",-106,-4
2015,2016-02-09,"Bucks","Celtics",-104,4
2015,2016-02-09,"Jazz","Mavericks",-104,1.5
2015,2016-02-09,"Mavericks","Jazz",-106,-1.5
2015,2016-02-09,"Rockets","Warriors",-110,14
2015,2016-02-09,"Warriors","Rockets",100,-14
2015,2016-02-10,"Spurs","Magic",-110,-8.5
2015,2016-02-10,"Magic","Spurs",100,8.5
2015,2016-02-10,"Kings","Seventysixers",-113,-5
2015,2016-02-10,"Seventysixers","Kings",102,5
2015,2016-02-10,"Hornets","Pacers",-105,3.5
2015,2016-02-10,"Pacers","Hornets",-105,-3.5
2015,2016-02-10,"Nuggets","Pistons",-103,5
2015,2016-02-10,"Pistons","Nuggets",-107,-5
2015,2016-02-10,"Grizzlies","Nets",-106,-4
2015,2016-02-10,"Nets","Grizzlies",-104,4
2015,2016-02-10,"Clippers","Celtics",-104,1.5
2015,2016-02-10,"Celtics","Clippers",-106,-1.5
2015,2016-02-10,"Lakers","Cavaliers",100,15.5
2015,2016-02-10,"Cavaliers","Lakers",-110,-15.5
2015,2016-02-10,"Jazz","Pelicans",-113,2
2015,2016-02-10,"Pelicans","Jazz",102,-2
2015,2016-02-10,"Hawks","Bulls",-110,-3.5
2015,2016-02-10,"Bulls","Hawks",100,3.5
2015,2016-02-10,"Raptors","Timberwolves",-108,-6
2015,2016-02-10,"Timberwolves","Raptors",-102,6
2015,2016-02-10,"Warriors","Suns",-105,-16
2015,2016-02-10,"Suns","Warriors",-105,16
2015,2016-02-10,"Rockets","Trailblazers",-107,4.5
2015,2016-02-10,"Trailblazers","Rockets",-103,-4.5
2015,2016-02-11,"Pelicans","Thunder",-113,12
2015,2016-02-11,"Thunder","Pelicans",102,-12
2015,2016-02-11,"Wizards","Bucks",-106,1.5
2015,2016-02-11,"Bucks","Wizards",-104,-1.5
2015,2016-02-18,"Bulls","Cavaliers",-104,12.5
2015,2016-02-18,"Cavaliers","Bulls",-106,-12.5
2015,2016-02-18,"Spurs","Clippers",100,-1.5
2015,2016-02-18,"Clippers","Spurs",-110,1.5
2015,2016-02-18,"Jazz","Wizards",-107,-2
2015,2016-02-18,"Wizards","Jazz",-103,2
2015,2016-02-19,"Pistons","Wizards",-105,2
2015,2016-02-19,"Wizards","Pistons",-105,-2
2015,2016-02-19,"Mavericks","Magic",-104,1.5
2015,2016-02-19,"Magic","Mavericks",-106,-1.5
2015,2016-02-19,"Knicks","Nets",-102,-5
2015,2016-02-19,"Nets","Knicks",-108,5
2015,2016-02-19,"Seventysixers","Pelicans",102,8.5
2015,2016-02-19,"Pelicans","Seventysixers",-113,-8.5
2015,2016-02-19,"Heat","Hawks",100,10
2015,2016-02-19,"Hawks","Heat",-110,-10
2015,2016-02-19,"Pacers","Thunder",-108,8
2015,2016-02-19,"Thunder","Pacers",-102,-8
2015,2016-02-19,"Timberwolves","Grizzlies",-105,4.5
2015,2016-02-19,"Grizzlies","Timberwolves",-105,-4.5
2015,2016-02-19,"Raptors","Bulls",100,-7.5
2015,2016-02-19,"Bulls","Raptors",-110,7.5
2015,2016-02-19,"Hornets","Bucks",-106,-1.5
2015,2016-02-19,"Bucks","Hornets",-104,1.5
2015,2016-02-19,"Rockets","Suns",-105,-7.5
2015,2016-02-19,"Suns","Rockets",-105,7.5
2015,2016-02-19,"Nuggets","Kings",-101,4
2015,2016-02-19,"Kings","Nuggets",-109,-4
2015,2016-02-19,"Warriors","Trailblazers",-104,-8
2015,2016-02-19,"Trailblazers","Warriors",-106,8
2015,2016-02-19,"Spurs","Lakers",-104,-10
2015,2016-02-19,"Lakers","Spurs",-106,10
2015,2016-02-19,"Celtics","Jazz",102,1
2015,2016-02-19,"Jazz","Celtics",-113,-1
2015,2016-02-20,"Wizards","Heat",-115,-1.5
2015,2016-02-20,"Heat","Wizards",104,1.5
2015,2016-02-20,"Bucks","Hawks",-105,8.5
2015,2016-02-20,"Hawks","Bucks",-105,-8.5
2015,2016-02-20,"Knicks","Timberwolves",104,2.5
2015,2016-02-20,"Timberwolves","Knicks",-115,-2.5
2015,2016-02-20,"Warriors","Clippers",-106,-4
2015,2016-02-20,"Clippers","Warriors",-104,4
2015,2016-02-21,"Cavaliers","Thunder",-103,3.5
2015,2016-02-21,"Thunder","Cavaliers",-107,-3.5
2015,2016-02-21,"Pelicans","Pistons",-105,4.5
2015,2016-02-21,"Pistons","Pelicans",-105,-4.5
2015,2016-02-21,"Spurs","Suns",102,-14
2015,2016-02-21,"Suns","Spurs",-113,14
2015,2016-02-21,"Celtics","Nuggets",100,-2.5
2015,2016-02-21,"Nuggets","Celtics",-110,2.5
2015,2016-02-21,"Pacers","Magic",100,-1.5
2015,2016-02-21,"Magic","Pacers",-110,1.5
2015,2016-02-21,"Grizzlies","Raptors",-103,8
2015,2016-02-21,"Raptors","Grizzlies",-107,-8
2015,2016-02-21,"Hornets","Nets",-100,-7
2015,2016-02-21,"Nets","Hornets",-110,7
2015,2016-02-21,"Seventysixers","Mavericks",-103,9
2015,2016-02-21,"Mavericks","Seventysixers",-107,-9
2015,2016-02-21,"Lakers","Bulls",-107,7
2015,2016-02-21,"Bulls","Lakers",-103,-7
2015,2016-02-21,"Jazz","Trailblazers",-102,3
2015,2016-02-21,"Trailblazers","Jazz",-108,-3
2015,2016-02-22,"Pistons","Cavaliers",-107,9
2015,2016-02-22,"Cavaliers","Pistons",-103,-9
2015,2016-02-22,"Pacers","Heat",100,1.5
2015,2016-02-22,"Heat","Pacers",-110,-1.5
2015,2016-02-22,"Raptors","Knicks",-105,-4
2015,2016-02-22,"Knicks","Raptors",-105,4
2015,2016-02-22,"Celtics","Timberwolves",-105,-3.5
2015,2016-02-22,"Timberwolves","Celtics",-105,3.5
2015,2016-02-22,"Lakers","Bucks",-105,9
2015,2016-02-22,"Bucks","Lakers",-105,-9
2015,2016-02-22,"Warriors","Hawks",-107,-6
2015,2016-02-22,"Hawks","Warriors",-103,6
2015,2016-02-22,"Suns","Clippers",102,15
2015,2016-02-22,"Clippers","Suns",-113,-15
2015,2016-02-23,"Magic","Seventysixers",-102,-5.5
2015,2016-02-23,"Seventysixers","Magic",-108,5.5
2015,2016-02-23,"Pelicans","Wizards",100,4.5
2015,2016-02-23,"Wizards","Pelicans",-110,-4.5
2015,2016-02-23,"Rockets","Jazz",-110,5
2015,2016-02-23,"Jazz","Rockets",100,-5
2015,2016-02-23,"Kings","Nuggets",-103,2.5
2015,2016-02-23,"Nuggets","Kings",-107,-2.5
2015,2016-02-23,"Nets","Trailblazers",-109,11.5
2015,2016-02-23,"Trailblazers","Nets",-101,-11.5
2015,2016-02-24,"Knicks","Pacers",-113,6.5
2015,2016-02-24,"Pacers","Knicks",102,-6.5
2015,2016-02-24,"Hornets","Cavaliers",100,8.5
2015,2016-02-24,"Cavaliers","Hornets",-110,-8.5
2015,2016-02-24,"Seventysixers","Pistons",-105,12
2015,2016-02-24,"Pistons","Seventysixers",-105,-12
2015,2016-02-24,"Timberwolves","Raptors",-113,9.5
2015,2016-02-24,"Raptors","Timberwolves",102,-9.5
2015,2016-02-24,"Warriors","Heat",-109,-8.5
2015,2016-02-24,"Heat","Warriors",-101,8.5
2015,2016-02-24,"Lakers","Grizzlies",-110,8.5
2015,2016-02-24,"Grizzlies","Lakers",100,-8.5
2015,2016-02-24,"Wizards","Bulls",-101,-1
2015,2016-02-24,"Bulls","Wizards",-109,1
2015,2016-02-24,"Thunder","Mavericks",-105,-5
2015,2016-02-24,"Mavericks","Thunder",-105,5
2015,2016-02-24,"Nuggets","Clippers",-105,11
2015,2016-02-24,"Clippers","Nuggets",-105,-11
2015,2016-02-24,"Spurs","Kings",-102,-8
2015,2016-02-24,"Kings","Spurs",-108,8
2015,2016-02-25,"Warriors","Magic",-107,-8.5
2015,2016-02-25,"Magic","Warriors",-103,8.5
2015,2016-02-25,"Bucks","Celtics",-105,7.5
2015,2016-02-25,"Celtics","Bucks",-105,-7.5
2015,2016-02-25,"Thunder","Pelicans",102,-6
2015,2016-02-25,"Pelicans","Thunder",-113,6
2015,2016-02-25,"Nets","Suns",-102,1
2015,2016-02-25,"Suns","Nets",-108,-1
2015,2016-02-25,"Rockets","Trailblazers",-110,4
2015,2016-02-25,"Trailblazers","Rockets",100,-4
2015,2016-02-25,"Spurs","Jazz",-107,-3
2015,2016-02-25,"Jazz","Spurs",-103,3
2015,2016-02-26,"Wizards","Seventysixers",102,-7.5
2015,2016-02-26,"Seventysixers","Wizards",-113,7.5
2015,2016-02-26,"Hornets","Pacers",100,4
2015,2016-02-26,"Pacers","Hornets",-110,-4
2015,2016-02-26,"Magic","Knicks",101,2.5
2015,2016-02-26,"Knicks","Magic",-111,-2.5
2015,2016-02-26,"Cavaliers","Raptors",-103,-2.5
2015,2016-02-26,"Raptors","Cavaliers",-107,2.5
2015,2016-02-26,"Bulls","Hawks",-105,7.5
2015,2016-02-26,"Hawks","Bulls",-105,-7.5
2015,2016-02-26,"Nuggets","Mavericks",102,5.5
2015,2016-02-26,"Mavericks","Nuggets",-113,-5.5
2015,2016-02-26,"Clippers","Kings",-107,-5
2015,2016-02-26,"Kings","Clippers",-103,5
2015,2016-02-26,"Grizzlies","Lakers",-109,-5
2015,2016-02-26,"Lakers","Grizzlies",-101,5
2015,2016-02-27,"Heat","Celtics",-109,5.5
2015,2016-02-27,"Celtics","Heat",-101,-5.5
2015,2016-02-27,"Timberwolves","Pelicans",-102,2
2015,2016-02-27,"Pelicans","Timberwolves",-108,-2
2015,2016-02-27,"Spurs","Rockets",-107,-5.5
2015,2016-02-27,"Rockets","Spurs",-103,5.5
2015,2016-02-27,"Trailblazers","Bulls",-105,-4
2015,2016-02-27,"Bulls","Trailblazers",-105,4
2015,2016-02-27,"Pistons","Bucks",100,1
2015,2016-02-27,"Bucks","Pistons",-110,-1
2015,2016-02-27,"Warriors","Thunder",-105,-3.5
2015,2016-02-27,"Thunder","Warriors",-105,3.5
2015,2016-02-27,"Nets","Jazz",104,11.5
2015,2016-02-27,"Jazz","Nets",-115,-11.5
2015,2016-02-27,"Grizzlies","Suns",-105,-7
2015,2016-02-27,"Suns","Grizzlies",-105,7
2015,2016-02-28,"Cavaliers","Wizards",-102,-2.5
2015,2016-02-28,"Wizards","Cavaliers",-108,2.5
2015,2016-02-28,"Hornets","Hawks",-103,4.5
2015,2016-02-28,"Hawks","Hornets",-107,-4.5
2015,2016-02-28,"Raptors","Pistons",100,1.5
2015,2016-02-28,"Pistons","Raptors",-110,-1.5
2015,2016-02-28,"Trailblazers","Pacers",102,5.5
2015,2016-02-28,"Pacers","Trailblazers",-113,-5.5
2015,2016-02-28,"Seventysixers","Magic",-102,9
2015,2016-02-28,"Magic","Seventysixers",-108,-9
2015,2016-02-28,"Timberwolves","Mavericks",-105,7.5
2015,2016-02-28,"Mavericks","Timberwolves",-105,-7.5
2015,2016-02-28,"Heat","Knicks",-105,-2
2015,2016-02-28,"Knicks","Heat",-105,2
2015,2016-02-29,"Pacers","Cavaliers",-106,8.5
2015,2016-02-29,"Cavaliers","Pacers",-104,-8.5
2015,2016-02-29,"Seventysixers","Wizards",-107,12.5
2015,2016-02-29,"Wizards","Seventysixers",-103,-12.5
2015,2016-02-29,"Jazz","Celtics",-104,4.5
2015,2016-02-29,"Celtics","Jazz",-106,-4.5
2015,2016-02-29,"Rockets","Bucks",-105,-3.5
2015,2016-02-29,"Bucks","Rockets",-105,3.5
2015,2016-02-29,"Grizzlies","Nuggets",-110,-1
2015,2016-02-29,"Nuggets","Grizzlies",100,1
2015,2016-02-29,"Thunder","Kings",-113,-8.5
2015,2016-02-29,"Kings","Thunder",102,8.5
2015,2016-02-29,"Nets","Clippers",-110,12
2015,2016-02-29,"Clippers","Nets",100,-12
2015,2016-03-01,"Suns","Hornets",-107,13
2015,2016-03-01,"Hornets","Suns",-103,-13
2015,2016-03-01,"Trailblazers","Knicks",-105,-4.5
2015,2016-03-01,"Knicks","Trailblazers",-105,4.5
2015,2016-03-01,"Bulls","Heat",100,6
2015,2016-03-01,"Heat","Bulls",-110,-6
2015,2016-03-01,"Magic","Mavericks",-104,4.5
2015,2016-03-01,"Mavericks","Magic",-106,-4.5
2015,2016-03-01,"Nets","Lakers",-113,1
2015,2016-03-01,"Lakers","Nets",102,-1
2015,2016-03-01,"Hawks","Warriors",-107,5.5
2015,2016-03-01,"Warriors","Hawks",-103,-5.5
2015,2016-03-02,"Bulls","Magic",101,4.5
2015,2016-03-02,"Magic","Bulls",-111,-4.5
2015,2016-03-02,"Hornets","Seventysixers",-105,-9.5
2015,2016-03-02,"Seventysixers","Hornets",-105,9.5
2015,2016-03-02,"Trailblazers","Celtics",100,6
2015,2016-03-02,"Celtics","Trailblazers",-110,-6
2015,2016-03-02,"Jazz","Raptors",100,5
2015,2016-03-02,"Raptors","Jazz",-110,-5
2015,2016-03-02,"Kings","Grizzlies",-105,3.5
2015,2016-03-02,"Grizzlies","Kings",-105,-3.5
2015,2016-03-02,"Pelicans","Rockets",-104,6
2015,2016-03-02,"Rockets","Pelicans",-106,-6
2015,2016-03-02,"Wizards","Timberwolves",-102,-3.5
2015,2016-03-02,"Timberwolves","Wizards",-108,3.5
2015,2016-03-02,"Pacers","Bucks",-105,-3
2015,2016-03-02,"Bucks","Pacers",-105,3
2015,2016-03-02,"Pistons","Spurs",-109,11
2015,2016-03-02,"Spurs","Pistons",-101,-11
2015,2016-03-02,"Lakers","Nuggets",-103,8.5
2015,2016-03-02,"Nuggets","Lakers",-107,-8.5
2015,2016-03-02,"Thunder","Clippers",-105,-1
2015,2016-03-02,"Clippers","Thunder",-105,1
2015,2016-03-03,"Suns","Heat",-110,14
2015,2016-03-03,"Heat","Suns",100,-14
2015,2016-03-03,"Spurs","Pelicans",-105,-9.5
2015,2016-03-03,"Pelicans","Spurs",-105,9.5
2015,2016-03-03,"Kings","Mavericks",-101,6.5
2015,2016-03-03,"Mavericks","Kings",-109,-6.5
2015,2016-03-03,"Thunder","Warriors",-118,8
2015,2016-03-03,"Warriors","Thunder",107,-8
2015,2016-03-04,"Heat","Seventysixers",-101,-9.5
2015,2016-03-04,"Seventysixers","Heat",-109,9.5
2015,2016-03-04,"Pacers","Hornets",-106,3
2015,2016-03-04,"Hornets","Pacers",-104,-3
2015,2016-03-04,"Suns","Magic",-108,12.5
2015,2016-03-04,"Magic","Suns",-102,-12.5
2015,2016-03-04,"Trailblazers","Raptors",-110,6
2015,2016-03-04,"Raptors","Trailblazers",-100,-6
2015,2016-03-04,"Knicks","Celtics",-108,10
2015,2016-03-04,"Celtics","Knicks",-102,-10
2015,2016-03-04,"Wizards","Cavaliers",-109,8.5
2015,2016-03-04,"Cavaliers","Wizards",-101,-8.5
2015,2016-03-04,"Jazz","Grizzlies",-113,-1.5
2015,2016-03-04,"Grizzlies","Jazz",102,1.5
2015,2016-03-04,"Timberwolves","Bucks",-102,5
2015,2016-03-04,"Bucks","Timberwolves",-108,-5
2015,2016-03-04,"Nets","Nuggets",-103,6
2015,2016-03-04,"Nuggets","Nets",-107,-6
2015,2016-03-04,"Hawks","Lakers",-110,-10.5
2015,2016-03-04,"Lakers","Hawks",100,10.5
2015,2016-03-05,"Jazz","Pelicans",-103,1
2015,2016-03-05,"Pelicans","Jazz",-107,-1
2015,2016-03-05,"Celtics","Cavaliers",-104,8
2015,2016-03-05,"Cavaliers","Celtics",-106,-8
2015,2016-03-05,"Pacers","Wizards",-105,2
2015,2016-03-05,"Wizards","Pacers",-105,-2
2015,2016-03-05,"Pistons","Knicks",100,-7
2015,2016-03-05,"Knicks","Pistons",-110,7
2015,2016-03-05,"Nets","Timberwolves",-116,9.5
2015,2016-03-05,"Timberwolves","Nets",105,-9.5
2015,2016-03-05,"Kings","Spurs",-110,11.5
2015,2016-03-05,"Spurs","Kings",100,-11.5
2015,2016-03-05,"Rockets","Bulls",-105,2
2015,2016-03-05,"Bulls","Rockets",-105,-2
2015,2016-03-05,"Hawks","Clippers",-105,5.5
2015,2016-03-05,"Clippers","Hawks",-105,-5.5
2015,2016-03-06,"Warriors","Lakers",-103,-17.5
2015,2016-03-06,"Lakers","Warriors",-107,17.5
2015,2016-03-06,"Thunder","Bucks",-110,-7.5
2015,2016-03-06,"Bucks","Thunder",100,7.5
2015,2016-03-06,"Suns","Grizzlies",-105,9.5
2015,2016-03-06,"Grizzlies","Suns",-105,-9.5
2015,2016-03-06,"Mavericks","Nuggets",-106,-4
2015,2016-03-06,"Nuggets","Mavericks",-104,4
2015,2016-03-06,"Trailblazers","Pistons",-109,-1.5
2015,2016-03-06,"Pistons","Trailblazers",-101,1.5
2015,2016-03-06,"Seventysixers","Heat",-113,14
2015,2016-03-06,"Heat","Seventysixers",102,-14
2015,2016-03-06,"Rockets","Raptors",-103,8
2015,2016-03-06,"Raptors","Rockets",-107,-8
2015,2016-03-07,"Timberwolves","Hornets",-107,10
2015,2016-03-07,"Hornets","Timberwolves",-103,-10
2015,2016-03-07,"Grizzlies","Cavaliers",-101,14.5
2015,2016-03-07,"Cavaliers","Grizzlies",-109,-14.5
2015,2016-03-07,"Spurs","Pacers",-111,-6.5
2015,2016-03-07,"Pacers","Spurs",101,6.5
2015,2016-03-07,"Kings","Pelicans",-109,-1.5
2015,2016-03-07,"Pelicans","Kings",-101,1.5
2015,2016-03-07,"Bucks","Bulls",-105,4.5
2015,2016-03-07,"Bulls","Bucks",-105,-4.5
2015,2016-03-07,"Clippers","Mavericks",-103,-5.5
2015,2016-03-07,"Mavericks","Clippers",-107,5.5
2015,2016-03-07,"Magic","Warriors",-101,15.5
2015,2016-03-07,"Warriors","Magic",-109,-15.5
2015,2016-03-08,"Nets","Raptors",-105,12.5
2015,2016-03-08,"Raptors","Nets",-105,-12.5
2015,2016-03-08,"Spurs","Timberwolves",100,-10.5
2015,2016-03-08,"Timberwolves","Spurs",-110,10.5
2015,2016-03-08,"Hawks","Jazz",-105,2.5
2015,2016-03-08,"Jazz","Hawks",-105,-2.5
2015,2016-03-08,"Knicks","Nuggets",-101,1
2015,2016-03-08,"Nuggets","Knicks",-109,-1
2015,2016-03-08,"Wizards","Trailblazers",-101,5.5
2015,2016-03-08,"Trailblazers","Wizards",-109,-5.5
2015,2016-03-08,"Magic","Lakers",-105,-3.5
2015,2016-03-08,"Lakers","Magic",-105,3.5
2015,2016-03-09,"Heat","Bucks",-103,-3.5
2015,2016-03-09,"Bucks","Heat",-107,3.5
2015,2016-03-09,"Pelicans","Hornets",-107,8.5
2015,2016-03-09,"Hornets","Pelicans",-103,-8.5
2015,2016-03-09,"Rockets","Seventysixers",-110,-9.5
2015,2016-03-09,"Seventysixers","Rockets",100,9.5
2015,2016-03-09,"Grizzlies","Celtics",-110,11
2015,2016-03-09,"Celtics","Grizzlies",100,-11
2015,2016-03-09,"Pistons","Mavericks",100,2
2015,2016-03-09,"Mavericks","Pistons",-110,-2
2015,2016-03-09,"Clippers","Thunder",-105,6
2015,2016-03-09,"Thunder","Clippers",-105,-6
2015,2016-03-09,"Cavaliers","Kings",-106,-6.5
2015,2016-03-09,"Kings","Cavaliers",-104,6.5
2015,2016-03-09,"Knicks","Suns",-110,1.5
2015,2016-03-09,"Suns","Knicks",100,-1.5
2015,2016-03-09,"Jazz","Warriors",100,14
2015,2016-03-09,"Warriors","Jazz",-110,-14
2015,2016-03-10,"Hawks","Raptors",-105,3.5
2015,2016-03-10,"Raptors","Hawks",-105,-3.5
2015,2016-03-10,"Bulls","Spurs",-103,14.5
2015,2016-03-10,"Spurs","Bulls",-107,-14.5
2015,2016-03-10,"Suns","Nuggets",-107,9.5
2015,2016-03-10,"Nuggets","Suns",-103,-9.5
2015,2016-03-10,"Cavaliers","Lakers",-105,-9.5
2015,2016-03-10,"Lakers","Cavaliers",-105,9.5
2015,2016-03-11,"Nets","Seventysixers",-108,-2
2015,2016-03-11,"Seventysixers","Nets",-102,2
2015,2016-03-11,"Pistons","Hornets",-103,4
2015,2016-03-11,"Hornets","Pistons",-107,-4
2015,2016-03-11,"Rockets","Celtics",-103,4.5
2015,2016-03-11,"Celtics","Rockets",-107,-4.5
2015,2016-03-11,"Pelicans","Grizzlies",-113,-2.5
2015,2016-03-11,"Grizzlies","Pelicans",102,2.5
2015,2016-03-11,"Timberwolves","Thunder",-113,12
2015,2016-03-11,"Thunder","Timberwolves",102,-12
2015,2016-03-11,"Heat","Bulls",-105,-4
2015,2016-03-11,"Bulls","Heat",-105,4
2015,2016-03-11,"Wizards","Jazz",-102,4.5
2015,2016-03-11,"Jazz","Wizards",-108,-4.5
2015,2016-03-11,"Magic","Kings",-101,1.5
2015,2016-03-11,"Kings","Magic",-109,-1.5
2015,2016-03-11,"Knicks","Clippers",-106,10.5
2015,2016-03-11,"Clippers","Knicks",-104,-10.5
2015,2016-03-11,"Trailblazers","Warriors",-105,13.5
2015,2016-03-11,"Warriors","Trailblazers",-105,-13.5
2015,2016-03-12,"Pacers","Mavericks",-105,1
2015,2016-03-12,"Mavericks","Pacers",-105,-1
2015,2016-03-12,"Pistons","Seventysixers",-114,-11
2015,2016-03-12,"Seventysixers","Pistons",103,11
2015,2016-03-12,"Rockets","Hornets",-108,5.5
2015,2016-03-12,"Hornets","Rockets",-102,-5.5
2015,2016-03-12,"Heat","Raptors",-111,6.5
2015,2016-03-12,"Raptors","Heat",101,-6.5
2015,2016-03-12,"Pelicans","Bucks",-109,6.5
2015,2016-03-12,"Bucks","Pelicans",-101,-6.5
2015,2016-03-12,"Grizzlies","Hawks",-102,14
2015,2016-03-12,"Hawks","Grizzlies",-108,-14
2015,2016-03-12,"Thunder","Spurs",-103,9
2015,2016-03-12,"Spurs","Thunder",-107,-9
2015,2016-03-12,"Wizards","Nuggets",-101,1
2015,2016-03-12,"Nuggets","Wizards",-109,-1
2015,2016-03-12,"Magic","Trailblazers",-105,8.5
2015,2016-03-12,"Trailblazers","Magic",-105,-8.5
2015,2016-03-12,"Suns","Warriors",-105,18.5
2015,2016-03-12,"Warriors","Suns",-105,-18.5
2015,2016-03-13,"Cavaliers","Clippers",-103,-2.5
2015,2016-03-13,"Clippers","Cavaliers",-107,2.5
2015,2016-03-13,"Pacers","Hawks",-105,5
2015,2016-03-13,"Hawks","Pacers",-105,-5
2015,2016-03-13,"Jazz","Kings",-104,-1
2015,2016-03-13,"Kings","Jazz",-106,1
2015,2016-03-13,"Bucks","Nets",-102,-1.5
2015,2016-03-13,"Nets","Bucks",-108,1.5
2015,2016-03-13,"Knicks","Lakers",-113,-1.5
2015,2016-03-13,"Lakers","Knicks",102,1.5
2015,2016-03-14,"Pistons","Wizards",-103,2
2015,2016-03-14,"Wizards","Pistons",-107,-2
2015,2016-03-14,"Mavericks","Hornets",100,5.5
2015,2016-03-14,"Hornets","Mavericks",-110,-5.5
2015,2016-03-14,"Nuggets","Heat",-107,7
2015,2016-03-14,"Heat","Nuggets",-103,-7
2015,2016-03-14,"Bulls","Raptors",-107,9
2015,2016-03-14,"Raptors","Bulls",-103,-9
2015,2016-03-14,"Grizzlies","Rockets",102,11.5
2015,2016-03-14,"Rockets","Grizzlies",-113,-11.5
2015,2016-03-14,"Trailblazers","Thunder",-102,7.5
2015,2016-03-14,"Thunder","Trailblazers",-108,-7.5
2015,2016-03-14,"Cavaliers","Jazz",-110,-6.5
2015,2016-03-14,"Jazz","Cavaliers",100,6.5
2015,2016-03-14,"Timberwolves","Suns",-101,-1
2015,2016-03-14,"Suns","Timberwolves",-109,1
2015,2016-03-14,"Pelicans","Warriors",-104,16
2015,2016-03-14,"Warriors","Pelicans",-106,-16
2015,2016-03-15,"Celtics","Pacers",-100,2.5
2015,2016-03-15,"Pacers","Celtics",-110,-2.5
2015,2016-03-15,"Nuggets","Magic",-107,4
2015,2016-03-15,"Magic","Nuggets",-103,-4
2015,2016-03-15,"Seventysixers","Nets",-102,7
2015,2016-03-15,"Nets","Seventysixers",-108,-7
2015,2016-03-15,"Raptors","Bucks",102,1.5
2015,2016-03-15,"Bucks","Raptors",-113,-1.5
2015,2016-03-15,"Clippers","Spurs",-101,9.5
2015,2016-03-15,"Spurs","Clippers",-109,-9.5
2015,2016-03-15,"Kings","Lakers",-105,-5
2015,2016-03-15,"Lakers","Kings",-105,5
2015,2016-03-16,"Magic","Hornets",-106,10
2015,2016-03-16,"Hornets","Magic",-104,-10
2015,2016-03-16,"Mavericks","Cavaliers",100,5.5
2015,2016-03-16,"Cavaliers","Mavericks",-110,-5.5
2015,2016-03-16,"Bulls","Wizards",-115,5
2015,2016-03-16,"Wizards","Bulls",104,-5
2015,2016-03-16,"Thunder","Celtics",-108,-5
2015,2016-03-16,"Celtics","Thunder",-102,5
2015,2016-03-16,"Hawks","Pistons",-106,-1
2015,2016-03-16,"Pistons","Hawks",-104,1
